tweet_type,time_posted,content,associated_tweet_id,comments,retweets,likes,views,extraction_date,tweet_id,content_cleaned,content_removed_gare,content_removed_sw,content_cleand_str,word_counts,bigram_counts,trigram_counts,is_problem,date,engagement,label
Normal,2024-07-12 11:48:06,"Un train stationne à Châtelet – Les Halles en direction de Boissy-Saint-Léger et Marne-la-Vallée – Chessy, en raison d'un incident nécessitant l'intervention du conducteur #RER_A",,2,1,7,7658,2024-08-04 12:09:43.371299,93201437-7356-438e-895d-a4198ccd74e6,un train stationne a chatelet les halles en direction de boissy saint leger et marne la vallee chessy en raison d un incident necessitant l intervention du conducteur rer_a,un train stationne a  en direction de  et  en raison d un incident necessitant l intervention du conducteur rer_a,"['stationne', 'raison', 'incident', 'necessitant', 'intervention', 'conducteur', 'rer_a']",stationne raison incident necessitant intervention conducteur rer_a,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'conducteur': 1, 'rer_a': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'conducteur'): 1, ('conducteur', 'rer_a'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'conducteur'): 1, ('intervention', 'conducteur', 'rer_a'): 1})",True,2024-07-12 11:48:06,0.1305823974928179,conducteur
Réponse,2024-07-12 11:54:04," Fin d'incident, la rame est repartie à Châtelet-Les Halles #RERA",,0,1,5,5493,2024-08-04 12:09:53.984189,93201437-7356-438e-895d-a4198ccd74e6, fin d incident la rame est repartie a chatelet les halles rera, fin d incident la rame est repartie a  rera,"['fin', 'incident', 'rame', 'repartie']",fin incident rame repartie,"Counter({'fin': 1, 'incident': 1, 'rame': 1, 'repartie': 1})","Counter({('fin', 'incident'): 1, ('incident', 'rame'): 1, ('rame', 'repartie'): 1})","Counter({('fin', 'incident', 'rame'): 1, ('incident', 'rame', 'repartie'): 1})",True,2024-07-12 11:54:04,0.1092299290005461,
Normal,2024-07-12 08:31:03,Le train actuellement à Nanterre – Préfecture et en direction de Poissy stationne en raison d'un bagage oublié dans un train. #RERA,,1,0,5,7833,2024-08-04 12:09:54.284255,3eef7f13-c0f5-41a8-b9fe-138fae937c16,le train actuellement a nanterre prefecture et en direction de poissy stationne en raison d un bagage oublie dans un train rera,le train actuellement a  et en direction de  stationne en raison d un bagage oublie dans un train rera,"['stationne', 'raison', 'bagage', 'oublie']",stationne raison bagage oublie,"Counter({'stationne': 1, 'raison': 1, 'bagage': 1, 'oublie': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('stationne', 'raison', 'bagage'): 1, ('raison', 'bagage', 'oublie'): 1})",True,2024-07-12 08:31:03,0.0765990042129452,bagage
Réponse,2024-07-12 08:39:47, Le trafic est perturbé de Vincennes vers Saint-Germain-en-Laye et Cergy-Le Haut • Poissy en raison d'un bagage oublié dans un train à Nanterre – Préfecture. #RERA,,1,0,5,6091,2024-08-04 12:10:04.784855,3eef7f13-c0f5-41a8-b9fe-138fae937c16, le trafic est perturbe de vincennes vers saint germain en laye et cergy le haut poissy en raison d un bagage oublie dans un train a nanterre prefecture rera, le trafic est perturbe de  vers  et   en raison d un bagage oublie dans un train a  rera,"['trafic', 'perturbe', 'raison', 'bagage', 'oublie']",trafic perturbe raison bagage oublie,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'bagage'): 1, ('raison', 'bagage', 'oublie'): 1})",True,2024-07-12 08:39:47,0.0985059924478739,
Réponse,2024-07-12 09:11:00, Le trafic est rétabli de Vincennes vers Saint-Germain-en-Laye et Cergy-Le Haut • Poissy (bagage oublié). #RERA,,0,0,2,4456,2024-08-04 12:10:04.941803,3eef7f13-c0f5-41a8-b9fe-138fae937c16, le trafic est retabli de vincennes vers saint germain en laye et cergy le haut poissy bagage oublie rera, le trafic est retabli de  vers  et   bagage oublie rera,"['trafic', 'retabli', 'bagage', 'oublie']",trafic retabli bagage oublie,"Counter({'trafic': 1, 'retabli': 1, 'bagage': 1, 'oublie': 1})","Counter({('trafic', 'retabli'): 1, ('retabli', 'bagage'): 1, ('bagage', 'oublie'): 1})","Counter({('trafic', 'retabli', 'bagage'): 1, ('retabli', 'bagage', 'oublie'): 1})",True,2024-07-12 09:11:00,0.044883303411131,
Normal,2024-07-12 07:37:26,Les trains actuellement entre Torcy et Bussy-Saint-Georges et en direction de Marne-la-Vallée–Chessy • Saint-Germain-en-Laye stationnent en raison de personnes sur les voies. #RERA,,1,2,8,5991,2024-08-04 12:10:13.262026,cd658621-e3bd-4e75-b9a1-02c5ace2050f,les trains actuellement entre torcy et bussy saint georges et en direction de marne la vallee chessy saint germain en laye stationnent en raison de personnes sur les voies rera,les trains actuellement entre  et  et en direction de   stationnent en raison de personnes sur les voies rera,"['trains', 'entre', 'stationnent', 'raison', 'personnes', 'voies']",trains entre stationnent raison personnes voies,"Counter({'trains': 1, 'entre': 1, 'stationnent': 1, 'raison': 1, 'personnes': 1, 'voies': 1})","Counter({('trains', 'entre'): 1, ('entre', 'stationnent'): 1, ('stationnent', 'raison'): 1, ('raison', 'personnes'): 1, ('personnes', 'voies'): 1})","Counter({('trains', 'entre', 'stationnent'): 1, ('entre', 'stationnent', 'raison'): 1, ('stationnent', 'raison', 'personnes'): 1, ('raison', 'personnes', 'voies'): 1})",True,2024-07-12 07:37:26,0.1836087464530128,sur_voie
Réponse,2024-07-12 07:42:17,Fin de stationnement (personnes sur les voies). #RERA,,0,0,3,3768,2024-08-04 12:10:23.403631,cd658621-e3bd-4e75-b9a1-02c5ace2050f,fin de stationnement personnes sur les voies rera,fin de stationnement personnes sur les voies rera,"['fin', 'stationnement', 'personnes', 'voies']",fin stationnement personnes voies,"Counter({'fin': 1, 'stationnement': 1, 'personnes': 1, 'voies': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'personnes'): 1, ('personnes', 'voies'): 1})","Counter({('fin', 'stationnement', 'personnes'): 1, ('stationnement', 'personnes', 'voies'): 1})",True,2024-07-12 07:42:17,0.0796178343949044,
Normal,2024-07-11 19:34:04,"Le stationnement est prolongé à Joinville-le-Pont en direction de Poissy, en raison de l'actionnement d'un signal d'alarme #RERA",,2,0,2,7357,2024-08-04 12:10:23.587509,b9dcb500-f104-4187-826e-9a745c401c0a,le stationnement est prolonge a joinville le pont en direction de poissy en raison de l actionnement d un signal d alarme rera,le stationnement est prolonge a  en direction de  en raison de l actionnement d un signal d alarme rera,"['stationnement', 'prolonge', 'raison', 'actionnement', 'signal', 'alarme']",stationnement prolonge raison actionnement signal alarme,"Counter({'stationnement': 1, 'prolonge': 1, 'raison': 1, 'actionnement': 1, 'signal': 1, 'alarme': 1})","Counter({('stationnement', 'prolonge'): 1, ('prolonge', 'raison'): 1, ('raison', 'actionnement'): 1, ('actionnement', 'signal'): 1, ('signal', 'alarme'): 1})","Counter({('stationnement', 'prolonge', 'raison'): 1, ('prolonge', 'raison', 'actionnement'): 1, ('raison', 'actionnement', 'signal'): 1, ('actionnement', 'signal', 'alarme'): 1})",True,2024-07-11 19:34:04,0.0543699877667527,alarme
Réponse,2024-07-11 19:37:21,Fin de stationnement à Joinville-le-Pont en direction de Poissy #RERA,,0,0,2,5478,2024-08-04 12:10:33.651865,b9dcb500-f104-4187-826e-9a745c401c0a,fin de stationnement a joinville le pont en direction de poissy rera,fin de stationnement a  en direction de  rera,"['fin', 'stationnement']",fin stationnement,"Counter({'fin': 1, 'stationnement': 1})","Counter({('fin', 'stationnement'): 1})",Counter(),True,2024-07-11 19:37:21,0.0365096750638919,
Normal,2024-07-11 13:30:15,[#NouvelArticle ] Vous avez des sujets que vous voulez voir sur notre blog ? Dites-nous tout dans le sondage présent dans notre nouvel article du blog #RERA ici ,,3,0,5,6192,2024-08-04 12:10:33.832392,67b5c8c1-1a7f-4ce7-881c-083f0ad685d1, nouvelarticle vous avez des sujets que vous voulez voir sur notre blog dites nous tout dans le sondage present dans notre nouvel article du blog rera ici , nouvelarticle vous avez des sujets que vous voulez voir sur notre blog dites nous tout dans le sondage present dans notre nouvel article du blog rera ici ,"['nouvelarticle', 'sujets', 'voulez', 'voir', 'blog', 'dites', 'tout', 'sondage', 'present', 'nouvel', 'article', 'blog', 'ici']",nouvelarticle sujets voulez voir blog dites tout sondage present nouvel article blog ici,"Counter({'blog': 2, 'nouvelarticle': 1, 'sujets': 1, 'voulez': 1, 'voir': 1, 'dites': 1, 'tout': 1, 'sondage': 1, 'present': 1, 'nouvel': 1, 'article': 1, 'ici': 1})","Counter({('nouvelarticle', 'sujets'): 1, ('sujets', 'voulez'): 1, ('voulez', 'voir'): 1, ('voir', 'blog'): 1, ('blog', 'dites'): 1, ('dites', 'tout'): 1, ('tout', 'sondage'): 1, ('sondage', 'present'): 1, ('present', 'nouvel'): 1, ('nouvel', 'article'): 1, ('article', 'blog'): 1, ('blog', 'ici'): 1})","Counter({('nouvelarticle', 'sujets', 'voulez'): 1, ('sujets', 'voulez', 'voir'): 1, ('voulez', 'voir', 'blog'): 1, ('voir', 'blog', 'dites'): 1, ('blog', 'dites', 'tout'): 1, ('dites', 'tout', 'sondage'): 1, ('tout', 'sondage', 'present'): 1, ('sondage', 'present', 'nouvel'): 1, ('present', 'nouvel', 'article'): 1, ('nouvel', 'article', 'blog'): 1, ('article', 'blog', 'ici'): 1})",False,2024-07-11 13:30:15,0.1291989664082687,
Normal,2024-07-11 10:51:58,Le train actuellement à Vincennes et en direction de Poissy stationne en raison d'un incident nécessitant l'intervention des agents. #RERA,,1,0,10,7445,2024-08-04 12:10:52.252365,2568465d-9aff-4bc2-b740-1e8a27f6bd1e,le train actuellement a vincennes et en direction de poissy stationne en raison d un incident necessitant l intervention des agents rera,le train actuellement a  et en direction de  stationne en raison d un incident necessitant l intervention des agents rera,"['stationne', 'raison', 'incident', 'necessitant', 'intervention', 'agents']",stationne raison incident necessitant intervention agents,"Counter({'stationne': 1, 'raison': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'agents': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('stationne', 'raison', 'incident'): 1, ('raison', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'agents'): 1})",True,2024-07-11 10:51:58,0.147750167897918,agent
Réponse,2024-07-11 10:52:58,Fin de stationnement à Vincennes. Le train repart en direction de Poissy (intervention des agents). #RERA,,0,1,6,4732,2024-08-04 12:11:02.235431,2568465d-9aff-4bc2-b740-1e8a27f6bd1e,fin de stationnement a vincennes le train repart en direction de poissy intervention des agents rera,fin de stationnement a  le train repart en direction de  intervention des agents rera,"['fin', 'stationnement', 'repart', 'intervention', 'agents']",fin stationnement repart intervention agents,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'intervention': 1, 'agents': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'intervention'): 1, ('intervention', 'agents'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'intervention'): 1, ('repart', 'intervention', 'agents'): 1})",True,2024-07-11 10:52:58,0.1479289940828402,
Normal,2024-07-11 07:28:07, Le trafic est perturbé entre Cergy-Le Haut • Poissy et Boissy-Saint-Léger en raison d'une panne de signalisation à Houilles–Carrières-sur-Seine. #RERA,,5,3,10,11748,2024-08-04 12:11:09.058291,0290a5ae-3076-4de0-86aa-e71994d9337a, le trafic est perturbe entre cergy le haut poissy et boissy saint leger en raison d une panne de signalisation a houilles carrieres sur seine rera, le trafic est perturbe entre   et  en raison d une panne de signalisation a  rera,"['trafic', 'perturbe', 'entre', 'raison', 'panne', 'signalisation']",trafic perturbe entre raison panne signalisation,"Counter({'trafic': 1, 'perturbe': 1, 'entre': 1, 'raison': 1, 'panne': 1, 'signalisation': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'raison'): 1, ('raison', 'panne'): 1, ('panne', 'signalisation'): 1})","Counter({('trafic', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'raison'): 1, ('entre', 'raison', 'panne'): 1, ('raison', 'panne', 'signalisation'): 1})",True,2024-07-11 07:28:07,0.153217568947906,signalisation
Réponse,2024-07-11 08:12:21, Le trafic est perturbé entre Cergy-Le Haut • Poissy et Boissy-Saint-Léger en raison d'une panne de signalisation à Houilles–Carrières-sur-Seine et d'un incident affectant la voie à Poissy. #RERA,,1,1,2,3131,2024-08-04 12:11:19.569409,0290a5ae-3076-4de0-86aa-e71994d9337a, le trafic est perturbe entre cergy le haut poissy et boissy saint leger en raison d une panne de signalisation a houilles carrieres sur seine et d un incident affectant la voie a poissy rera, le trafic est perturbe entre   et  en raison d une panne de signalisation a  et d un incident affectant la voie a  rera,"['trafic', 'perturbe', 'entre', 'raison', 'panne', 'signalisation', 'incident', 'affectant', 'voie']",trafic perturbe entre raison panne signalisation incident affectant voie,"Counter({'trafic': 1, 'perturbe': 1, 'entre': 1, 'raison': 1, 'panne': 1, 'signalisation': 1, 'incident': 1, 'affectant': 1, 'voie': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'raison'): 1, ('raison', 'panne'): 1, ('panne', 'signalisation'): 1, ('signalisation', 'incident'): 1, ('incident', 'affectant'): 1, ('affectant', 'voie'): 1})","Counter({('trafic', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'raison'): 1, ('entre', 'raison', 'panne'): 1, ('raison', 'panne', 'signalisation'): 1, ('panne', 'signalisation', 'incident'): 1, ('signalisation', 'incident', 'affectant'): 1, ('incident', 'affectant', 'voie'): 1})",True,2024-07-11 08:12:21,0.1277547109549664,
Réponse,2024-07-11 08:48:03, Le trafic est perturbé entre Cergy-Le Haut et Nanterre – Préfecture en raison d'une panne de signalisation à Houilles — Carrières-sur-Seine. #RERA,,3,1,3,4635,2024-08-04 12:11:19.713188,0290a5ae-3076-4de0-86aa-e71994d9337a, le trafic est perturbe entre cergy le haut et nanterre prefecture en raison d une panne de signalisation a houilles carrieres sur seine rera, le trafic est perturbe entre  et  en raison d une panne de signalisation a  rera,"['trafic', 'perturbe', 'entre', 'raison', 'panne', 'signalisation']",trafic perturbe entre raison panne signalisation,"Counter({'trafic': 1, 'perturbe': 1, 'entre': 1, 'raison': 1, 'panne': 1, 'signalisation': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'raison'): 1, ('raison', 'panne'): 1, ('panne', 'signalisation'): 1})","Counter({('trafic', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'raison'): 1, ('entre', 'raison', 'panne'): 1, ('raison', 'panne', 'signalisation'): 1})",True,2024-07-11 08:48:03,0.1510248112189859,
Réponse,2024-07-11 09:14:34, Le trafic est rétabli entre Cergy-Le Haut et Nanterre – Préfecture  (panne de signalisation). #RERA,,0,0,4,3288,2024-08-04 12:11:19.867611,0290a5ae-3076-4de0-86aa-e71994d9337a, le trafic est retabli entre cergy le haut et nanterre prefecture panne de signalisation rera, le trafic est retabli entre  et  panne de signalisation rera,"['trafic', 'retabli', 'entre', 'panne', 'signalisation']",trafic retabli entre panne signalisation,"Counter({'trafic': 1, 'retabli': 1, 'entre': 1, 'panne': 1, 'signalisation': 1})","Counter({('trafic', 'retabli'): 1, ('retabli', 'entre'): 1, ('entre', 'panne'): 1, ('panne', 'signalisation'): 1})","Counter({('trafic', 'retabli', 'entre'): 1, ('retabli', 'entre', 'panne'): 1, ('entre', 'panne', 'signalisation'): 1})",True,2024-07-11 09:14:34,0.121654501216545,
Normal,2024-07-11 07:05:21,Le train actuellement à La Défense et en direction de Boissy-Saint-Léger stationne en raison de l'actionnement d'un signal d'alarme. #RERA,,2,1,9,8970,2024-08-04 12:11:20.232866,8f2a0fe7-ab78-4e17-9e0c-e1bf1e64382b,le train actuellement a la defense et en direction de boissy saint leger stationne en raison de l actionnement d un signal d alarme rera,le train actuellement a  et en direction de  stationne en raison de l actionnement d un signal d alarme rera,"['stationne', 'raison', 'actionnement', 'signal', 'alarme']",stationne raison actionnement signal alarme,"Counter({'stationne': 1, 'raison': 1, 'actionnement': 1, 'signal': 1, 'alarme': 1})","Counter({('stationne', 'raison'): 1, ('raison', 'actionnement'): 1, ('actionnement', 'signal'): 1, ('signal', 'alarme'): 1})","Counter({('stationne', 'raison', 'actionnement'): 1, ('raison', 'actionnement', 'signal'): 1, ('actionnement', 'signal', 'alarme'): 1})",True,2024-07-11 07:05:21,0.1337792642140468,alarme
Réponse,2024-07-11 07:10:16,Fin de stationnement à La Défense. Le train repart en direction de Boissy-Saint-Léger (malaise voyageur). #RERA,,4,0,3,5373,2024-08-04 12:11:30.548122,8f2a0fe7-ab78-4e17-9e0c-e1bf1e64382b,fin de stationnement a la defense le train repart en direction de boissy saint leger malaise voyageur rera,fin de stationnement a  le train repart en direction de  malaise voyageur rera,"['fin', 'stationnement', 'repart', 'malaise', 'voyageur']",fin stationnement repart malaise voyageur,"Counter({'fin': 1, 'stationnement': 1, 'repart': 1, 'malaise': 1, 'voyageur': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'repart'): 1, ('repart', 'malaise'): 1, ('malaise', 'voyageur'): 1})","Counter({('fin', 'stationnement', 'repart'): 1, ('stationnement', 'repart', 'malaise'): 1, ('repart', 'malaise', 'voyageur'): 1})",True,2024-07-11 07:10:16,0.1302810348036478,
Normal,2024-07-11 07:00:23,"[#JeudiPhoto ] Accrochez-vous, le MS61 arrive en gare ! Sauriez-vous deviner de quelle gare il s'agit ? #RERA",,47,19,193,41995,2024-08-04 12:11:38.606674,4468c1e4-519f-494b-be8c-8b8e6fd3393e, jeudiphoto accrochez vous le ms arrive en gare sauriez vous deviner de quelle gare il s agit rera, jeudiphoto accrochez vous le ms arrive en gare sauriez vous deviner de quelle gare il s agit rera,"['jeudiphoto', 'accrochez', 'ms', 'arrive', 'gare', 'sauriez', 'deviner', 'quelle', 'gare', 'agit']",jeudiphoto accrochez ms arrive gare sauriez deviner quelle gare agit,"Counter({'gare': 2, 'jeudiphoto': 1, 'accrochez': 1, 'ms': 1, 'arrive': 1, 'sauriez': 1, 'deviner': 1, 'quelle': 1, 'agit': 1})","Counter({('jeudiphoto', 'accrochez'): 1, ('accrochez', 'ms'): 1, ('ms', 'arrive'): 1, ('arrive', 'gare'): 1, ('gare', 'sauriez'): 1, ('sauriez', 'deviner'): 1, ('deviner', 'quelle'): 1, ('quelle', 'gare'): 1, ('gare', 'agit'): 1})","Counter({('jeudiphoto', 'accrochez', 'ms'): 1, ('accrochez', 'ms', 'arrive'): 1, ('ms', 'arrive', 'gare'): 1, ('arrive', 'gare', 'sauriez'): 1, ('gare', 'sauriez', 'deviner'): 1, ('sauriez', 'deviner', 'quelle'): 1, ('deviner', 'quelle', 'gare'): 1, ('quelle', 'gare', 'agit'): 1})",False,2024-07-11 07:00:23,0.6167400881057269,
Réponse,2024-07-11 10:18:47,[#JeudiPhoto ]  C'était Saint-Germain-en-Laye. Bravo à ceux qui avaient deviné ! #RERA,,5,1,30,5302,2024-08-04 12:11:49.011674,4468c1e4-519f-494b-be8c-8b8e6fd3393e, jeudiphoto c etait saint germain en laye bravo a ceux qui avaient devine rera, jeudiphoto c etait  bravo a ceux qui avaient devine rera,"['jeudiphoto', 'etait', 'bravo', 'ceux', 'devine']",jeudiphoto etait bravo ceux devine,"Counter({'jeudiphoto': 1, 'etait': 1, 'bravo': 1, 'ceux': 1, 'devine': 1})","Counter({('jeudiphoto', 'etait'): 1, ('etait', 'bravo'): 1, ('bravo', 'ceux'): 1, ('ceux', 'devine'): 1})","Counter({('jeudiphoto', 'etait', 'bravo'): 1, ('etait', 'bravo', 'ceux'): 1, ('bravo', 'ceux', 'devine'): 1})",False,2024-07-11 10:18:47,0.6789890607317993,
Normal,2024-07-10 22:51:33,"Le trafic est perturbé de Achères-Ville vers Cergy-Le-Haut,  en raison d'un incident affectant les voies   à Achères – Ville.#RERA",,3,4,9,9989,2024-08-04 12:11:49.371006,42f39af7-dad0-4218-89e6-7ca709762177,le trafic est perturbe de acheres ville vers cergy le haut en raison d un incident affectant les voies a acheres ville rera,le trafic est perturbe de  vers  en raison d un incident affectant les voies a  rera,"['trafic', 'perturbe', 'raison', 'incident', 'affectant', 'voies']",trafic perturbe raison incident affectant voies,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'incident': 1, 'affectant': 1, 'voies': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'affectant'): 1, ('affectant', 'voies'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'incident'): 1, ('raison', 'incident', 'affectant'): 1, ('incident', 'affectant', 'voies'): 1})",True,2024-07-10 22:51:33,0.1601761938131945,aff_voie
Normal,2024-07-10 14:12:21, Le train stationne au Vésinet–Le Pecq en direction de Saint-Germain-en-Laye en raison d'un incident nécessitant l'intervention du conducteur. #RERA,,2,1,7,7819,2024-08-04 12:12:07.747255,3309e1c4-a6dc-4d61-84e0-51253b399006, le train stationne au vesinet le pecq en direction de saint germain en laye en raison d un incident necessitant l intervention du conducteur rera, le train stationne au vesinet le pecq en direction de  en raison d un incident necessitant l intervention du conducteur rera,"['stationne', 'vesinet', 'pecq', 'raison', 'incident', 'necessitant', 'intervention', 'conducteur']",stationne vesinet pecq raison incident necessitant intervention conducteur,"Counter({'stationne': 1, 'vesinet': 1, 'pecq': 1, 'raison': 1, 'incident': 1, 'necessitant': 1, 'intervention': 1, 'conducteur': 1})","Counter({('stationne', 'vesinet'): 1, ('vesinet', 'pecq'): 1, ('pecq', 'raison'): 1, ('raison', 'incident'): 1, ('incident', 'necessitant'): 1, ('necessitant', 'intervention'): 1, ('intervention', 'conducteur'): 1})","Counter({('stationne', 'vesinet', 'pecq'): 1, ('vesinet', 'pecq', 'raison'): 1, ('pecq', 'raison', 'incident'): 1, ('raison', 'incident', 'necessitant'): 1, ('incident', 'necessitant', 'intervention'): 1, ('necessitant', 'intervention', 'conducteur'): 1})",True,2024-07-10 14:12:21,0.1278935925310142,conducteur
Réponse,2024-07-10 14:17:28," Fin de stationnement au Vésinet–Le Pecq, le train repart en direction de Saint-Germain-en-Laye (incident voyageur). #RERA",,2,0,4,5632,2024-08-04 12:12:18.536013,3309e1c4-a6dc-4d61-84e0-51253b399006, fin de stationnement au vesinet le pecq le train repart en direction de saint germain en laye incident voyageur rera, fin de stationnement au vesinet le pecq le train repart en direction de  incident voyageur rera,"['fin', 'stationnement', 'vesinet', 'pecq', 'repart', 'incident', 'voyageur']",fin stationnement vesinet pecq repart incident voyageur,"Counter({'fin': 1, 'stationnement': 1, 'vesinet': 1, 'pecq': 1, 'repart': 1, 'incident': 1, 'voyageur': 1})","Counter({('fin', 'stationnement'): 1, ('stationnement', 'vesinet'): 1, ('vesinet', 'pecq'): 1, ('pecq', 'repart'): 1, ('repart', 'incident'): 1, ('incident', 'voyageur'): 1})","Counter({('fin', 'stationnement', 'vesinet'): 1, ('stationnement', 'vesinet', 'pecq'): 1, ('vesinet', 'pecq', 'repart'): 1, ('pecq', 'repart', 'incident'): 1, ('repart', 'incident', 'voyageur'): 1})",True,2024-07-10 14:17:28,0.1065340909090909,
Normal,2024-07-10 09:17:32, Le trafic est perturbé de Maisons-Laffitte vers Cergy-Le Haut en raison de la panne d'un train à Conflans–Fin d’Oise. #RERA,,2,2,8,11072,2024-08-04 12:12:19.002062,88d399a6-dae3-42c1-b3ec-530a538d4bb3, le trafic est perturbe de maisons laffitte vers cergy le haut en raison de la panne d un train a conflans fin doise rera, le trafic est perturbe de  vers  en raison de la panne d un train a conflans fin doise rera,"['trafic', 'perturbe', 'raison', 'panne', 'conflans', 'fin', 'doise']",trafic perturbe raison panne conflans fin doise,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'panne': 1, 'conflans': 1, 'fin': 1, 'doise': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'panne'): 1, ('panne', 'conflans'): 1, ('conflans', 'fin'): 1, ('fin', 'doise'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'panne'): 1, ('raison', 'panne', 'conflans'): 1, ('panne', 'conflans', 'fin'): 1, ('conflans', 'fin', 'doise'): 1})",True,2024-07-10 09:17:32,0.1083815028901734,panne_train
Réponse,2024-07-10 09:22:25, Le trafic est perturbé de La Défense vers Cergy-Le Haut en raison de la panne d'un train à Conflans–Fin d’Oise. #RERA,,2,0,3,3007,2024-08-04 12:12:29.855277,88d399a6-dae3-42c1-b3ec-530a538d4bb3, le trafic est perturbe de la defense vers cergy le haut en raison de la panne d un train a conflans fin doise rera, le trafic est perturbe de  vers  en raison de la panne d un train a conflans fin doise rera,"['trafic', 'perturbe', 'raison', 'panne', 'conflans', 'fin', 'doise']",trafic perturbe raison panne conflans fin doise,"Counter({'trafic': 1, 'perturbe': 1, 'raison': 1, 'panne': 1, 'conflans': 1, 'fin': 1, 'doise': 1})","Counter({('trafic', 'perturbe'): 1, ('perturbe', 'raison'): 1, ('raison', 'panne'): 1, ('panne', 'conflans'): 1, ('conflans', 'fin'): 1, ('fin', 'doise'): 1})","Counter({('trafic', 'perturbe', 'raison'): 1, ('perturbe', 'raison', 'panne'): 1, ('raison', 'panne', 'conflans'): 1, ('panne', 'conflans', 'fin'): 1, ('conflans', 'fin', 'doise'): 1})",True,2024-07-10 09:22:25,0.16627868307283,
Réponse,2024-07-10 09:42:47, Le trafic est très perturbé entre La Défense et Cergy-Le Haut • Poissy en raison de la panne d'un train à Conflans–Fin d’Oise. #RERA,,1,0,4,2915,2024-08-04 12:12:30.029036,88d399a6-dae3-42c1-b3ec-530a538d4bb3, le trafic est tres perturbe entre la defense et cergy le haut poissy en raison de la panne d un train a conflans fin doise rera, le trafic est tres perturbe entre  et   en raison de la panne d un train a conflans fin doise rera,"['trafic', 'tres', 'perturbe', 'entre', 'raison', 'panne', 'conflans', 'fin', 'doise']",trafic tres perturbe entre raison panne conflans fin doise,"Counter({'trafic': 1, 'tres': 1, 'perturbe': 1, 'entre': 1, 'raison': 1, 'panne': 1, 'conflans': 1, 'fin': 1, 'doise': 1})","Counter({('trafic', 'tres'): 1, ('tres', 'perturbe'): 1, ('perturbe', 'entre'): 1, ('entre', 'raison'): 1, ('raison', 'panne'): 1, ('panne', 'conflans'): 1, ('conflans', 'fin'): 1, ('fin', 'doise'): 1})","Counter({('trafic', 'tres', 'perturbe'): 1, ('tres', 'perturbe', 'entre'): 1, ('perturbe', 'entre', 'raison'): 1, ('entre', 'raison', 'panne'): 1, ('raison', 'panne', 'conflans'): 1, ('panne', 'conflans', 'fin'): 1, ('conflans', 'fin', 'doise'): 1})",True,2024-07-10 09:42:47,0.1715265866209262,
